 스테이지|일반 몬스터 체력|일반 몬스터 공격력|일반 몬스터 외공 방어력|일반 몬스터 내공 방어력|보스 몬스터 체력|보스 몬스터 공격력|보스 몬스터 외공 방어력|보스 몬스터 내공 방어력
902|122128101443825000000000000000.00|6411.66|0.00|0.00|1660911436396820000000000000000.00|19234.99|150000.00|150000.00
903|130677068544893000000000000000.00|6469.37|0.00|0.00|1791588504941710000000000000000.00|19408.11|150000.00|150000.00
904|139824463343035000000000000000.00|6527.59|0.00|0.00|1931412968284750000000000000000.00|19582.78|150000.00|150000.00
905|149612175777048000000000000000.00|6586.34|0.00|0.00|2081025144061790000000000000000.00|19759.03|150000.00|150000.00
906|160085028081441000000000000000.00|6645.62|0.00|0.00|2241110172143240000000000000000.00|19936.86|150000.00|150000.00
907|171290980047142000000000000000.00|6705.43|0.00|0.00|2412401152190380000000000000000.00|20116.29|150000.00|150000.00
908|183281348650442000000000000000.00|6765.78|0.00|0.00|2595682500840820000000000000000.00|20297.34|150000.00|150000.00
909|196111043055973000000000000000.00|6826.67|0.00|0.00|2791793543896790000000000000000.00|20480.01|150000.00|150000.00
910|209838816069891000000000000000.00|6888.11|0.00|0.00|3001632359966680000000000000000.00|20664.33|150000.00|150000.00
911|224527533194784000000000000000.00|6950.10|0.00|0.00|3226159893161470000000000000000.00|20850.31|150000.00|150000.00
912|240244460518419000000000000000.00|7012.65|0.00|0.00|3466404353679890000000000000000.00|21037.96|150000.00|150000.00
913|257061572754708000000000000000.00|7075.77|0.00|0.00|3723465926434590000000000000000.00|21227.30|150000.00|150000.00
914|275055882847537000000000000000.00|7139.45|0.00|0.00|3998521809282130000000000000000.00|21418.35|150000.00|150000.00
915|294309794646865000000000000000.00|7203.71|0.00|0.00|4292831603929000000000000000000.00|21611.12|150000.00|150000.00
916|314911480272146000000000000000.00|7268.54|0.00|0.00|4607743084201140000000000000000.00|21805.62|150000.00|150000.00
917|336955283891196000000000000000.00|7333.96|0.00|0.00|4944698368092340000000000000000.00|22001.87|150000.00|150000.00
918|360542153763580000000000000000.00|7399.96|0.00|0.00|5305240521855920000000000000000.00|22199.88|150000.00|150000.00
919|385780104527030000000000000000.00|7466.56|0.00|0.00|5691020626382950000000000000000.00|22399.68|150000.00|150000.00
920|412784711843922000000000000000.00|7533.76|0.00|0.00|6103805338226870000000000000000.00|22601.28|150000.00|150000.00
921|441679641672997000000000000000.00|7601.56|0.00|0.00|6545484979899870000000000000000.00|22804.69|150000.00|150000.00
922|472597216590107000000000000000.00|7669.98|0.00|0.00|7018082196489970000000000000000.00|23009.93|150000.00|150000.00
923|505679021751414000000000000000.00|7739.01|0.00|0.00|7523761218241390000000000000000.00|23217.02|150000.00|150000.00
924|541076553274013000000000000000.00|7808.66|0.00|0.00|8064837771515400000000000000000.00|23425.98|150000.00|150000.00
925|578951912003194000000000000000.00|7878.94|0.00|0.00|9853515349245910000000000000000.00|23636.81|150000.00|150000.00
926|619478545843418000000000000000.00|7949.85|0.00|0.00|8684316317358820000000000000000.00|23849.54|150300.00|150150.00
927|662842044052457000000000000000.00|8021.40|0.00|0.00|9347158361411280000000000000000.00|24064.19|150600.00|150300.00
928|709240987136129000000000000000.00|8093.59|0.00|0.00|10056399348547400000000000000000.00|24280.76|150900.00|150450.00
929|758887856235658000000000000000.00|8166.43|0.00|0.00|10815287204783100000000000000000.00|24499.29|151200.00|150600.00
930|812010006172154000000000000000.00|8239.93|0.00|0.00|11627297210955200000000000000000.00|24719.78|151500.00|150750.00
931|868850706604205000000000000000.00|8314.09|0.00|0.00|12496147917559400000000000000000.00|24942.26|151800.00|150900.00
932|929670256066500000000000000000.00|8388.91|0.00|0.00|13425818173625900000000000000000.00|25166.74|152100.00|151050.00
933|994747173991155000000000000000.00|8464.41|0.00|0.00|14420565347617100000000000000000.00|25393.24|152400.00|151200.00
934|1064379476170540000000000000000.00|8540.59|0.00|0.00|15484944823787600000000000000000.00|25621.78|152700.00|151350.00
935|1138886039502470000000000000000.00|8617.46|0.00|0.00|16623830863290100000000000000000.00|25852.38|153000.00|151500.00
936|1218608062267650000000000000000.00|8695.02|0.00|0.00|17842438925557700000000000000000.00|26085.05|153300.00|151650.00
937|1303910626626380000000000000000.00|8773.27|0.00|0.00|19146349552184100000000000000000.00|26319.82|153600.00|151800.00
938|1395184370490230000000000000000.00|8852.23|0.00|0.00|20541533922674300000000000000000.00|26556.69|153900.00|151950.00
939|1492847276424540000000000000000.00|8931.90|0.00|0.00|22034381199098900000000000000000.00|26795.70|154200.00|152100.00
940|1597346585774260000000000000000.00|9012.29|0.00|0.00|23631727784873200000000000000000.00|27036.87|154500.00|152250.00
941|1709160846778460000000000000000.00|9093.40|0.00|0.00|25340888631651600000000000000000.00|27280.20|154800.00|152400.00
942|1828802106052950000000000000000.00|9175.24|0.00|0.00|27169690737704600000000000000000.00|27525.72|155100.00|152550.00
943|1956818253476660000000000000000.00|9257.82|0.00|0.00|29126508991181200000000000000000.00|27773.45|155400.00|152700.00
944|2093795531220030000000000000000.00|9341.14|0.00|0.00|31220304522401300000000000000000.00|28023.41|155700.00|152850.00
945|2240361218405430000000000000000.00|9425.21|0.00|0.00|33460665740806700000000000000000.00|28275.62|156000.00|153000.00
946|2397186503693810000000000000000.00|9510.03|0.00|0.00|35857852244500500000000000000000.00|28530.10|156300.00|153150.00
947|2564989558952380000000000000000.00|9595.62|0.00|0.00|38422841803452900000000000000000.00|28786.87|156600.00|153300.00
948|2744538828079040000000000000000.00|9681.99|0.00|0.00|41167380631531900000000000000000.00|29045.96|156900.00|153450.00
949|2936656546044580000000000000000.00|9769.12|0.00|0.00|44104037177576500000000000000000.00|29307.37|157200.00|153600.00
950|3142222504267700000000000000000.00|9857.05|0.00|0.00|53861865258480600000000000000000.00|29571.14|157500.00|153750.00
951|3582133654865170000000000000000.00|9945.76|0.00|0.00|47686170832441700000000000000000.00|29837.28|154050.00|157650.00
952|3832883010705730000000000000000.00|10035.27|0.00|0.00|51519053843147400000000000000000.00|30105.81|154350.00|157800.00
953|4101184821455140000000000000000.00|10125.59|0.00|0.00|55620238664602500000000000000000.00|30376.76|154650.00|157950.00
954|4388267758957000000000000000000.00|10216.72|0.00|0.00|60008506423559500000000000000000.00|30650.15|154950.00|158100.00
955|4695446502083990000000000000000.00|10308.67|0.00|0.00|64703952925643500000000000000000.00|30926.01|155250.00|158250.00
956|5024127757229860000000000000000.00|10401.45|0.00|0.00|69728080682873400000000000000000.00|31204.34|155550.00|158400.00
957|5375816700235960000000000000000.00|10495.06|0.00|0.00|75103897383109300000000000000000.00|31485.18|155850.00|158550.00
958|5752123869252470000000000000000.00|10589.52|0.00|0.00|80856021252361800000000000000000.00|31768.55|156150.00|158700.00
959|6154772540100150000000000000000.00|10684.82|0.00|0.00|87010793792462000000000000000000.00|32054.46|156450.00|158850.00
960|6585606617907160000000000000000.00|10780.98|0.00|0.00|93596400410369100000000000000000.00|32342.95|156750.00|159000.00
961|7046599081160660000000000000000.00|10878.01|0.00|0.00|100642999491530000000000000000000.00|32634.04|157050.00|159150.00
962|7539861016841900000000000000000.00|10975.92|0.00|0.00|108182860508372000000000000000000.00|32927.75|157350.00|159300.00
963|8067651288020840000000000000000.00|11074.70|0.00|0.00|116250511796393000000000000000000.00|33224.10|157650.00|159450.00
964|8632386878182300000000000000000.00|11174.37|0.00|0.00|124882898674575000000000000000000.00|33523.11|157950.00|159600.00
965|9236653959655060000000000000000.00|11274.94|0.00|0.00|134119552634230000000000000000000.00|33824.82|158250.00|159750.00
966|9883219736830910000000000000000.00|11376.41|0.00|0.00|144002772371061000000000000000000.00|34129.24|158550.00|159900.00
967|10575045118409100000000000000000.00|11478.80|0.00|0.00|154577817489470000000000000000000.00|34436.41|158850.00|160050.00
968|11315298276697700000000000000000.00|11582.11|0.00|0.00|165893115766168000000000000000000.00|34746.33|159150.00|160200.00
969|12107369156066600000000000000000.00|11686.35|0.00|0.00|178000484922234000000000000000000.00|35059.05|159450.00|160350.00
970|12954884996991200000000000000000.00|11791.53|0.00|0.00|190955369919225000000000000000000.00|35374.58|159750.00|160500.00
971|13861726946780600000000000000000.00|11897.65|0.00|0.00|204817096866006000000000000000000.00|35692.95|160050.00|160650.00
972|14832047833055200000000000000000.00|12004.73|0.00|0.00|219649144699061000000000000000000.00|36014.19|160350.00|160800.00
973|15870291181369100000000000000000.00|12112.77|0.00|0.00|235519435880430000000000000000000.00|36338.32|160650.00|160950.00
974|16981211564065000000000000000000.00|12221.79|0.00|0.00|252500647444495000000000000000000.00|36665.36|160950.00|161100.00
975|18169896373549500000000000000000.00|12331.78|0.00|0.00|359045770423618000000000000000000.00|36995.35|161250.00|161250.00
976|19441789119698000000000000000000.00|12442.77|0.00|0.00|271942436564193000000000000000000.00|37328.31|161550.00|161550.00
977|20802714358076800000000000000000.00|12554.76|0.00|0.00|292745150922270000000000000000000.00|37664.27|161850.00|161850.00
978|22258904363142200000000000000000.00|12667.75|0.00|0.00|315004055285412000000000000000000.00|38003.24|162150.00|162150.00
979|23817027668562200000000000000000.00|12781.76|0.00|0.00|338821082953974000000000000000000.00|38345.27|162450.00|162450.00
980|25484219605361500000000000000000.00|12896.79|0.00|0.00|364305302559336000000000000000000.00|38690.38|162750.00|162750.00
981|29052010350112100000000000000000.00|13012.86|0.00|0.00|393357312909448000000000000000000.00|39038.59|163050.00|163050.00
982|31085651074620000000000000000000.00|13129.98|0.00|0.00|424442963984068000000000000000000.00|39389.94|163350.00|163350.00
983|33261646649843400000000000000000.00|13248.15|0.00|0.00|457704610633911000000000000000000.00|39744.45|163650.00|163650.00
984|35589961915332400000000000000000.00|13367.38|0.00|0.00|493294572549244000000000000000000.00|40102.15|163950.00|163950.00
985|38081259249405700000000000000000.00|13487.69|0.00|0.00|531375831798649000000000000000000.00|40463.07|164250.00|164250.00
986|40746947396864100000000000000000.00|13609.08|0.00|0.00|572122779195514000000000000000000.00|40827.24|164550.00|164550.00
987|43599233714644600000000000000000.00|13731.56|0.00|0.00|615722012910158000000000000000000.00|41194.68|164850.00|164850.00
988|46651180074669700000000000000000.00|13855.14|0.00|0.00|662373192984828000000000000000000.00|41565.43|165150.00|165150.00
989|49916762679896600000000000000000.00|13979.84|0.00|0.00|712289955664724000000000000000000.00|41939.52|165450.00|165450.00
990|53410936067489300000000000000000.00|14105.66|0.00|0.00|765700891732214000000000000000000.00|42316.98|165750.00|165750.00
991|60888467116937800000000000000000.00|14232.61|0.00|0.00|826589358849151000000000000000000.00|42697.83|166050.00|166050.00
992|65150659815123500000000000000000.00|14360.70|0.00|0.00|891740018664275000000000000000000.00|43082.11|166350.00|166350.00
993|69711206002182100000000000000000.00|14489.95|0.00|0.00|961451224666457000000000000000000.00|43469.85|166650.00|166650.00
994|74590990422334900000000000000000.00|14620.36|0.00|0.00|1036042215088790000000000000000000.00|43861.08|166950.00|166950.00
995|79812359751898400000000000000000.00|14751.94|0.00|0.00|1115854574840690000000000000000000.00|44255.83|167250.00|167250.00
996|85399224934531200000000000000000.00|14884.71|0.00|0.00|1201253799775220000000000000000000.00|44654.13|167550.00|167550.00
997|91377170679948400000000000000000.00|15018.67|0.00|0.00|1292630970455170000000000000000000.00|45056.02|167850.00|167850.00
998|97773572627544800000000000000000.00|15153.84|0.00|0.00|1390404543082720000000000000000000.00|45461.52|168150.00|168150.00
999|104617722711473000000000000000000.00|15290.23|0.00|0.00|1495022265794190000000000000000000.00|45870.68|168450.00|168450.00
1000|111940963301276000000000000000000.00|15427.84|0.00|0.00|2130221022123430000000000000000000.00|46283.51|168750.00|168750.00
1001|132090336695506000000000000000000.00|15566.69|0.00|0.00|1627112602489690000000000000000000.00|46700.07|168750.00|168750.00
1002|141336660264191000000000000000000.00|15706.79|0.00|0.00|1768449262753890000000000000000000.00|47120.37|168750.00|168750.00
1003|151230226482685000000000000000000.00|15848.15|0.00|0.00|1919679489236570000000000000000000.00|47544.45|168750.00|168750.00
1004|161816342336473000000000000000000.00|15990.78|0.00|0.00|2081495831573040000000000000000000.00|47972.35|168750.00|168750.00
1005|173143486300026000000000000000000.00|16134.70|0.00|0.00|2254639317873070000000000000000000.00|48404.10|168750.00|168750.00
1006|185263530341027000000000000000000.00|16279.91|0.00|0.00|2439902848214090000000000000000000.00|48839.74|168750.00|168750.00
1007|198231977464899000000000000000000.00|16426.43|0.00|0.00|2638134825678990000000000000000000.00|49279.29|168750.00|168750.00
1008|212108215887442000000000000000000.00|16574.27|0.00|0.00|2850243041566440000000000000000000.00|49722.81|168750.00|168750.00
1009|226955790999563000000000000000000.00|16723.44|0.00|0.00|3077198832566000000000000000000000.00|50170.31|168750.00|168750.00
1010|242842696369533000000000000000000.00|16873.95|0.00|0.00|3320041528935530000000000000000000.00|50621.85|168750.00|168750.00
1011|259841685115400000000000000000000.00|17025.81|0.00|0.00|3579883214050930000000000000000000.00|51077.44|168750.00|168750.00
1012|278030603073478000000000000000000.00|17179.05|0.00|0.00|3857913817124410000000000000000000.00|51537.14|168750.00|168750.00
1013|297492745288622000000000000000000.00|17333.66|0.00|0.00|4155406562413030000000000000000000.00|52000.97|168750.00|168750.00
1014|318317237458825000000000000000000.00|17489.66|0.00|0.00|4473723799871860000000000000000000.00|52468.98|168750.00|168750.00
1015|340599444080943000000000000000000.00|17647.07|0.00|0.00|4814323243952800000000000000000000.00|52941.20|168750.00|168750.00
1016|364441405166609000000000000000000.00|17805.89|0.00|0.00|5178764649119410000000000000000000.00|53417.67|168750.00|168750.00
1017|389952303528272000000000000000000.00|17966.14|0.00|0.00|5568716952647680000000000000000000.00|53898.43|168750.00|168750.00
1018|417248964775251000000000000000000.00|18127.84|0.00|0.00|5985965917422930000000000000000000.00|54383.52|168750.00|168750.00
1019|446456392309518000000000000000000.00|18290.99|0.00|0.00|6432422309732450000000000000000000.00|54872.97|168750.00|168750.00
1020|477708339771185000000000000000000.00|18455.61|0.00|0.00|6910130649503630000000000000000000.00|55366.83|168750.00|168750.00
1021|511147923555168000000000000000000.00|18621.71|0.00|0.00|7421278573058800000000000000000000.00|55865.13|168750.00|168750.00
1022|546928278204029000000000000000000.00|18789.31|0.00|0.00|7968206851262830000000000000000000.00|56367.92|168750.00|168750.00
1023|585213257678311000000000000000000.00|18958.41|0.00|0.00|8553420108941140000000000000000000.00|56875.23|168750.00|168750.00
1024|626178185715793000000000000000000.00|19129.03|0.00|0.00|9179598294656940000000000000000000.00|57387.10|168750.00|168750.00
1025|670010658715899000000000000000000.00|19301.20|0.00|0.00|11226548697571400000000000000000000.00|57903.59|168750.00|168750.00
1026|716911404826012000000000000000000.00|19474.91|0.00|0.00|9896509699482950000000000000000000.00|58424.72|169050.00|168900.00
1027|767095203163833000000000000000000.00|19650.18|0.00|0.00|10663604902646800000000000000000000.00|58950.54|169350.00|169050.00
1028|820791867385301000000000000000000.00|19827.03|0.00|0.00|11484396770032100000000000000000000.00|59481.10|169650.00|169200.00
1029|878247298102272000000000000000000.00|20005.48|0.00|0.00|12362644068134400000000000000000000.00|60016.43|169950.00|169350.00
1030|939724608969431000000000000000000.00|20185.53|0.00|0.00|13302368677103800000000000000000000.00|60556.58|170250.00|169500.00
1031|1005505331597290000000000000000000.00|20367.19|0.00|0.00|14307874008701100000000000000000000.00|61101.58|170550.00|169650.00
1032|1075890704809100000000000000000000.00|20550.50|0.00|0.00|15383764713510200000000000000000000.00|61651.50|170850.00|169800.00
1033|1151203054145740000000000000000000.00|20735.45|0.00|0.00|16534967767655900000000000000000000.00|62206.36|171150.00|169950.00
1034|1231787267935940000000000000000000.00|20922.07|0.00|0.00|17766755035591900000000000000000000.00|62766.22|171450.00|170100.00
1035|1318012376691460000000000000000000.00|21110.37|0.00|0.00|19084767412283300000000000000000000.00|63331.12|171750.00|170250.00
1036|1410273243059860000000000000000000.00|21300.37|0.00|0.00|20495040655343200000000000000000000.00|63901.10|172050.00|170400.00
1037|1508992370074050000000000000000000.00|21492.07|0.00|0.00|22004033025417200000000000000000000.00|64476.21|172350.00|170550.00
1038|1614621835979230000000000000000000.00|21685.50|0.00|0.00|23618654861396500000000000000000000.00|65056.49|172650.00|170700.00
1039|1727645364497780000000000000000000.00|21880.67|0.00|0.00|25346300225894200000000000000000000.00|65642.00|172950.00|170850.00
1040|1848580540012620000000000000000000.00|22077.59|0.00|0.00|27194880765906900000000000000000000.00|66232.78|173250.00|171000.00
1041|1977981177813510000000000000000000.00|22276.29|0.00|0.00|29172861943720400000000000000000000.00|66828.87|173550.00|171150.00
1042|2116439860260450000000000000000000.00|22476.78|0.00|0.00|31289301803980800000000000000000000.00|67430.33|173850.00|171300.00
1043|2264590650478690000000000000000000.00|22679.07|0.00|0.00|33553892454459500000000000000000000.00|68037.21|174150.00|171450.00
1044|2423111996012190000000000000000000.00|22883.18|0.00|0.00|35977004450471700000000000000000000.00|68649.54|174450.00|171600.00
1045|2592729835733050000000000000000000.00|23089.13|0.00|0.00|38569734286204700000000000000000000.00|69267.39|174750.00|171750.00
1046|2774220924234360000000000000000000.00|23296.93|0.00|0.00|41343955210439100000000000000000000.00|69890.79|175050.00|171900.00
1047|2968416388930770000000000000000000.00|23506.60|0.00|0.00|44312371599369900000000000000000000.00|70519.81|175350.00|172050.00
1048|3176205536155920000000000000000000.00|23718.16|0.00|0.00|47488577135525800000000000000000000.00|71154.49|175650.00|172200.00
1049|3398539923686830000000000000000000.00|23931.63|0.00|0.00|50887117059212600000000000000000000.00|71794.88|175950.00|172350.00
1050|3636437718344910000000000000000000.00|24147.01|0.00|0.00|62156622336439400000000000000000000.00|72441.03|176250.00|172500.00
1051|4145538998913200000000000000000000.00|24364.33|0.00|0.00|55032656058125800000000000000000000.00|73093.00|172800.00|176400.00
1052|4435726728837120000000000000000000.00|24583.61|0.00|0.00|59468382786962900000000000000000000.00|73750.84|173100.00|176550.00
1053|4746227599855720000000000000000000.00|24804.87|0.00|0.00|64214610386818700000000000000000000.00|74414.60|173400.00|176700.00
1054|5078463531845620000000000000000000.00|25028.11|0.00|0.00|69293073918664300000000000000000000.00|75084.33|173700.00|176850.00
1055|5433955979074820000000000000000000.00|25253.36|0.00|0.00|74727029897739100000000000000000000.00|75760.09|174000.00|177000.00
1056|5814332897610060000000000000000000.00|25480.64|0.00|0.00|80541362795349200000000000000000000.00|76441.93|174300.00|177150.00
1057|6221336200442760000000000000000000.00|25709.97|0.00|0.00|86762698995791900000000000000000000.00|77129.91|174600.00|177300.00
1058|6656829734473750000000000000000000.00|25941.36|0.00|0.00|93419528730265700000000000000000000.00|77824.07|174900.00|177450.00
1059|7122807815886920000000000000000000.00|26174.83|0.00|0.00|100542336546153000000000000000000000.00|78524.49|175200.00|177600.00
1060|7621404362999000000000000000000000.00|26410.40|0.00|0.00|108163740909152000000000000000000000.00|79231.21|175500.00|177750.00
1061|8154902668408930000000000000000000.00|26648.10|0.00|0.00|116318643577561000000000000000000000.00|79944.29|175800.00|177900.00
1062|8725745855197560000000000000000000.00|26887.93|0.00|0.00|125044389432758000000000000000000000.00|80663.79|176100.00|178050.00
1063|9336548065061390000000000000000000.00|27129.92|0.00|0.00|134380937497819000000000000000000000.00|81389.76|176400.00|178200.00
1064|9990106429615690000000000000000000.00|27374.09|0.00|0.00|144371043927435000000000000000000000.00|82122.27|176700.00|178350.00
1065|10689413879688800000000000000000000.00|27620.46|0.00|0.00|155060457807124000000000000000000000.00|82861.37|177000.00|178500.00
1066|11437672851267000000000000000000000.00|27869.04|0.00|0.00|166498130658391000000000000000000000.00|83607.13|177300.00|178650.00
1067|12238309950855700000000000000000000.00|28119.86|0.00|0.00|178736440609247000000000000000000000.00|84359.59|177600.00|178800.00
1068|13094991647415600000000000000000000.00|28372.94|0.00|0.00|191831432256662000000000000000000000.00|85118.83|177900.00|178950.00
1069|14011641062734700000000000000000000.00|28628.30|0.00|0.00|205843073319397000000000000000000000.00|85884.90|178200.00|179100.00
1070|14992455937126100000000000000000000.00|28885.95|0.00|0.00|220835529256523000000000000000000000.00|86657.86|178500.00|179250.00
1071|16041927852724900000000000000000000.00|29145.93|0.00|0.00|236877457109248000000000000000000000.00|87437.78|178800.00|179400.00
1072|17164862802415700000000000000000000.00|29408.24|0.00|0.00|254042319911664000000000000000000000.00|88224.72|179100.00|179550.00
1073|18366403198584800000000000000000000.00|29672.91|0.00|0.00|272408723110248000000000000000000000.00|89018.74|179400.00|179700.00
1074|19652051422485700000000000000000000.00|29939.97|0.00|0.00|292060774532734000000000000000000000.00|89819.91|179700.00|179850.00
1075|21027695022059700000000000000000000.00|30209.43|0.00|0.00|415309740641251000000000000000000000.00|90628.29|180000.00|180000.00
1076|22499633673603900000000000000000000.00|30481.32|0.00|0.00|314560408206338000000000000000000000.00|91443.95|180300.00|180300.00
1077|24074608030756200000000000000000000.00|30755.65|0.00|0.00|338635016237094000000000000000000000.00|92266.94|180600.00|180600.00
1078|25759830592909100000000000000000000.00|31032.45|0.00|0.00|364394846830003000000000000000000000.00|93097.34|180900.00|180900.00
1079|27563018734412800000000000000000000.00|31311.74|0.00|0.00|391957865564416000000000000000000000.00|93935.22|181200.00|181200.00
1080|29492430045821700000000000000000000.00|31593.55|0.00|0.00|421450295610238000000000000000000000.00|94780.64|181500.00|181500.00
1081|33621370252236700000000000000000000.00|31877.89|0.00|0.00|455071665862474000000000000000000000.00|95633.66|181800.00|181800.00
1082|35974866169893200000000000000000000.00|32164.79|0.00|0.00|491046532032368000000000000000000000.00|96494.36|182100.00|182100.00
1083|38493106801785800000000000000000000.00|32454.27|0.00|0.00|529539638834153000000000000000000000.00|97362.81|182400.00|182400.00
1084|41187624277910800000000000000000000.00|32746.36|0.00|0.00|570727263112064000000000000000000000.00|98239.08|182700.00|182700.00
1085|44070757977364500000000000000000000.00|33041.08|0.00|0.00|614798021089429000000000000000000000.00|99123.23|183000.00|183000.00
1086|47155711035780100000000000000000000.00|33338.45|0.00|0.00|661953732125209000000000000000000000.00|100015.34|183300.00|183300.00
1087|50456610808284700000000000000000000.00|33638.49|0.00|0.00|712410342933494000000000000000000000.00|100915.48|183600.00|183600.00
1088|53988573564864600000000000000000000.00|33941.24|0.00|0.00|766398916498358000000000000000000000.00|101823.72|183900.00|183900.00
1089|57767773714405100000000000000000000.00|34246.71|0.00|0.00|824166690212763000000000000000000000.00|102740.13|184200.00|184200.00
1090|61811517874413500000000000000000000.00|34554.93|0.00|0.00|885978208087177000000000000000000000.00|103664.79|184500.00|184500.00
1091|70465130376831400000000000000000000.00|34865.93|0.00|0.00|956443338464008000000000000000000000.00|104597.78|184800.00|184800.00
1092|75397689503209600000000000000000000.00|35179.72|0.00|0.00|1031841027967220000000000000000000000.00|105539.16|185100.00|185100.00
1093|80675527768434300000000000000000000.00|35496.34|0.00|0.00|1112516555735650000000000000000000000.00|106489.01|185400.00|185400.00
1094|86322814712224600000000000000000000.00|35815.80|0.00|0.00|1198839370447880000000000000000000000.00|107447.41|185700.00|185700.00
1095|92365411742080400000000000000000000.00|36138.15|0.00|0.00|1291204782189960000000000000000000000.00|108414.44|186000.00|186000.00
1096|98830990564026000000000000000000000.00|36463.39|0.00|0.00|1390035772753980000000000000000000000.00|109390.17|186300.00|186300.00
1097|105749159903508000000000000000000000.00|36791.56|0.00|0.00|1495784932657490000000000000000000000.00|110374.68|186600.00|186600.00
1098|113151601096753000000000000000000000.00|37122.68|0.00|0.00|1608936533754240000000000000000000000.00|111368.05|186900.00|186900.00
1099|121072213173526000000000000000000000.00|37456.79|0.00|0.00|1730008746927770000000000000000000000.00|112370.36|187200.00|187200.00
1100|129547268095673000000000000000000000.00|37793.90|0.00|0.00|2465059076448160000000000000000000000.00|113381.69|187500.00|187500.00
1101|152865776352894000000000000000000000.00|38134.04|0.00|0.00|1882874523280660000000000000000000000.00|114402.13|187500.00|187500.00
1102|163566380697597000000000000000000000.00|38477.25|0.00|0.00|2046440903978260000000000000000000000.00|115431.75|187500.00|187500.00
1103|175016027346428000000000000000000000.00|38823.55|0.00|0.00|2221456931324690000000000000000000000.00|116470.64|187500.00|187500.00
1104|187267149260679000000000000000000000.00|39172.96|0.00|0.00|2408724080585370000000000000000000000.00|117518.87|187500.00|187500.00
1105|200375849708926000000000000000000000.00|39525.51|0.00|0.00|2609099930294290000000000000000000000.00|118576.54|187500.00|187500.00
1106|214402159188551000000000000000000000.00|39881.24|0.00|0.00|2823502089482850000000000000000000000.00|119643.73|187500.00|187500.00
1107|229410310331749000000000000000000000.00|40240.17|0.00|0.00|3052912399814590000000000000000000000.00|120720.52|187500.00|187500.00
1108|245469032054972000000000000000000000.00|40602.34|0.00|0.00|3298381431869570000000000000000000000.00|121807.01|187500.00|187500.00
1109|262651864298820000000000000000000000.00|40967.76|0.00|0.00|3561033296168390000000000000000000000.00|122903.27|187500.00|187500.00
1110|281037494799737000000000000000000000.00|41336.47|0.00|0.00|3842070790968120000000000000000000000.00|124009.40|187500.00|187500.00
1111|300710119435719000000000000000000000.00|41708.49|0.00|0.00|4142780910403840000000000000000000000.00|125125.48|187500.00|187500.00
1112|321759827796219000000000000000000000.00|42083.87|0.00|0.00|4464540738200060000000000000000000000.00|126251.61|187500.00|187500.00
1113|344283015741955000000000000000000000.00|42462.63|0.00|0.00|4808823753942020000000000000000000000.00|127387.88|187500.00|187500.00
1114|368382826843892000000000000000000000.00|42844.79|0.00|0.00|5177206580785910000000000000000000000.00|128534.37|187500.00|187500.00
1115|394169624722964000000000000000000000.00|43230.39|0.00|0.00|5571376205508870000000000000000000000.00|129691.18|187500.00|187500.00
1116|421761498453572000000000000000000000.00|43619.47|0.00|0.00|5993137703962440000000000000000000000.00|130858.40|187500.00|187500.00
1117|451284803345322000000000000000000000.00|44012.04|0.00|0.00|6444422507307770000000000000000000000.00|132036.13|187500.00|187500.00
1118|482874739579494000000000000000000000.00|44408.15|0.00|0.00|6927297246887260000000000000000000000.00|133224.45|187500.00|187500.00
1119|516675971350059000000000000000000000.00|44807.82|0.00|0.00|7443973218237320000000000000000000000.00|134423.47|187500.00|187500.00
1120|552843289344563000000000000000000000.00|45211.09|0.00|0.00|7996816507581880000000000000000000000.00|135633.28|187500.00|187500.00
1121|591542319598682000000000000000000000.00|45617.99|0.00|0.00|8588358827180560000000000000000000000.00|136853.98|187500.00|187500.00
1122|632950281970590000000000000000000000.00|46028.56|0.00|0.00|9221309109151150000000000000000000000.00|138085.67|187500.00|187500.00
1123|677256801708531000000000000000000000.00|46442.81|0.00|0.00|9898565910859690000000000000000000000.00|139328.44|187500.00|187500.00
1124|724664777828129000000000000000000000.00|46860.80|0.00|0.00|10623230688687800000000000000000000000.00|140582.39|187500.00|187500.00
1125|775391312276098000000000000000000000.00|47282.55|0.00|0.00|12992106604267100000000000000000000000.00|141847.64|187500.00|187500.00
1126|829668704135425000000000000000000000.00|47708.09|0.00|0.00|11452899392823200000000000000000000000.00|143124.26|187800.00|187650.00
1127|887745513424905000000000000000000000.00|48137.46|0.00|0.00|12340644906248100000000000000000000000.00|144412.38|188100.00|187800.00
1128|949887699364648000000000000000000000.00|48570.70|0.00|0.00|13290532605612800000000000000000000000.00|145712.09|188400.00|187950.00
1129|1016379838320170000000000000000000000.00|49007.83|0.00|0.00|14306912443933000000000000000000000000.00|147023.50|188700.00|188100.00
1130|1087526427002590000000000000000000000.00|49448.90|0.00|0.00|15394438870935500000000000000000000000.00|148346.71|189000.00|188250.00
1131|1163653276892770000000000000000000000.00|49893.94|0.00|0.00|16558092147828300000000000000000000000.00|149681.83|189300.00|188400.00
1132|1245109006275260000000000000000000000.00|50342.99|0.00|0.00|17803201154103600000000000000000000000.00|151028.97|189600.00|188550.00
1133|1332266636714530000000000000000000000.00|50796.08|0.00|0.00|19135467790818100000000000000000000000.00|152388.23|189900.00|188700.00
