 Stage|계산용|계산용|계산용|Offline_Gold|Offline_Spirit|Offline_Exp|Offline_Spiritstone|Offline_Equipment_Summon_Ticket|Offline_Hero_Summon_Ticket
1046|10952.10|16428.15|151138.98|323869.24|213753.70|5230|110|0.6|0.8
1047|10973.04|16459.56|151427.95|324488.47|214162.39|5235|110|0.6|0.8
1048|10994.00|16491.00|151717.20|325108.29|214571.47|5240|110|0.6|0.8
1049|11014.98|16522.47|152006.72|325728.69|214980.94|5245|110|0.6|0.8
1050|11035.98|16553.97|152296.52|326349.69|215390.80|5250|110|0.6|0.8
1051|11057.00|16585.50|152586.60|326971.29|215801.05|5255|110|0.6|0.8
1052|11078.04|16617.06|152876.95|327593.47|216211.69|5260|110|0.6|0.8
1053|11099.10|16648.65|153167.58|328216.24|216622.72|5265|110|0.6|0.8
1054|11120.18|16680.27|153458.48|328839.61|217034.14|5270|110|0.6|0.8
1055|11141.28|16711.92|153749.66|329463.57|217445.95|5275|110|0.6|0.8
1056|11162.40|16743.60|154041.12|330088.11|217858.16|5280|110|0.6|0.8
1057|11183.54|16775.31|154332.85|330713.25|218270.75|5285|110|0.6|0.8
1058|11204.70|16807.05|154624.86|331338.99|218683.73|5290|110|0.6|0.8
1059|11225.88|16838.82|154917.14|331965.31|219097.10|5295|110|0.6|0.8
1060|11247.08|16870.62|155209.70|332592.22|219510.87|5300|110|0.6|0.8
1061|11268.30|16902.45|155502.54|333219.73|219925.02|5305|110|0.6|0.8
1062|11289.54|16934.31|155795.65|333847.83|220339.56|5310|110|0.6|0.8
1063|11310.80|16966.20|156089.04|334476.51|220754.50|5315|110|0.6|0.8
1064|11332.08|16998.12|156382.70|335105.79|221169.82|5320|110|0.6|0.8
1065|11353.38|17030.07|156676.64|335735.67|221585.54|5325|110|0.6|0.8
1066|11374.70|17062.05|156970.86|336366.13|222001.64|5330|110|0.6|0.8
1067|11396.04|17094.06|157265.35|336997.18|222418.14|5335|110|0.6|0.8
1068|11417.40|17126.10|157560.12|337628.83|222835.03|5340|110|0.6|0.8
1069|11438.78|17158.17|157855.16|338261.07|223252.30|5345|110|0.6|0.8
1070|11460.18|17190.27|158150.48|338893.89|223669.97|5350|110|0.6|0.8
1071|11481.60|17222.40|158446.08|339527.31|224088.03|5355|110|0.6|0.8
1072|11503.04|17254.56|158741.95|340161.33|224506.47|5360|110|0.6|0.8
1073|11524.50|17286.75|159038.10|340795.93|224925.31|5365|110|0.6|0.8
1074|11545.98|17318.97|159334.52|341431.12|225344.54|5370|110|0.6|0.8
1075|11567.48|17351.22|159631.22|342066.91|225764.16|5375|110|0.6|0.8
1076|11589.00|17383.50|159928.20|342703.29|226184.17|5380|110|0.6|0.8
1077|11610.54|17415.81|160225.45|343340.25|226604.57|5385|110|0.6|0.8
1078|11632.10|17448.15|160522.98|343977.81|227025.36|5390|110|0.6|0.8
1079|11653.68|17480.52|160820.78|344615.97|227446.54|5395|110|0.6|0.8
1080|11675.28|17512.92|161118.86|345254.71|227868.11|5400|110|0.8|0.8
1081|11696.90|17545.35|161417.22|345894.04|228290.07|5405|110|0.8|0.8
1082|11718.54|17577.81|161715.85|346533.97|228712.42|5410|110|0.8|0.8
1083|11740.20|17610.30|162014.76|347174.49|229135.16|5415|110|0.8|0.8
1084|11761.88|17642.82|162313.94|347815.59|229558.29|5420|110|0.8|0.8
1085|11783.58|17675.37|162613.40|348457.29|229981.81|5425|110|0.8|0.8
1086|11805.30|17707.95|162913.14|349099.59|230405.73|5430|110|0.8|0.8
1087|11827.04|17740.56|163213.15|349742.47|230830.03|5435|110|0.8|0.8
1088|11848.80|17773.20|163513.44|350385.94|231254.72|5440|110|0.8|0.8
1089|11870.58|17805.87|163814.00|351030.01|231679.81|5445|110|0.8|0.8
1090|11892.38|17838.57|164114.84|351674.67|232105.28|5450|110|0.8|0.8
1091|11914.20|17871.30|164415.96|352319.91|232531.14|5455|110|0.8|0.8
1092|11936.04|17904.06|164717.35|352965.75|232957.40|5460|110|0.8|0.8
1093|11957.90|17936.85|165019.02|353612.19|233384.04|5465|110|0.8|0.8
1094|11979.78|17969.67|165320.96|354259.21|233811.08|5470|110|0.8|0.8
1095|12001.68|18002.52|165623.18|354906.82|234238.50|5475|110|0.8|0.8
1096|12023.60|18035.40|165925.68|355555.03|234666.32|5480|110|0.8|0.8
1097|12045.54|18068.31|166228.45|356203.83|235094.52|5485|110|0.8|0.8
1098|12067.50|18101.25|166531.50|356853.21|235523.12|5490|110|0.8|0.8
1099|12089.48|18134.22|166834.82|357503.19|235952.11|5495|110|0.8|0.8
1100|12111.48|18167.22|167138.42|358153.77|236381.49|5500|110|0.8|0.8
1101|12133.50|18200.25|167442.30|358804.93|236811.25|5505|110|0.8|0.8
1102|12155.54|18233.31|167746.45|359456.68|237241.41|5510|110|0.8|0.8
1103|12177.60|18266.40|168050.88|360109.03|237671.96|5515|120|0.8|0.8
1104|12199.68|18299.52|168355.58|360761.97|238102.90|5520|120|0.8|0.8
1105|12221.78|18332.67|168660.56|361415.49|238534.23|5525|120|0.8|0.8
1106|12243.90|18365.85|168965.82|362069.61|238965.95|5530|120|0.8|0.8
1107|12266.04|18399.06|169271.35|362724.33|239398.05|5535|120|0.8|0.8
1108|12288.20|18432.30|169577.16|363379.63|239830.55|5540|120|0.8|0.8
1109|12310.38|18465.57|169883.24|364035.52|240263.45|5545|120|0.8|0.8
1110|12332.58|18498.87|170189.60|364692.01|240696.73|5550|120|0.8|0.8
1111|12354.80|18532.20|170496.24|365349.09|241130.40|5555|120|0.8|0.8
1112|12377.04|18565.56|170803.15|366006.75|241564.46|5560|120|0.8|0.8
1113|12399.30|18598.95|171110.34|366665.01|241998.91|5565|120|0.8|0.8
1114|12421.58|18632.37|171417.80|367323.87|242433.75|5570|120|0.8|0.8
1115|12443.88|18665.82|171725.54|367983.31|242868.98|5575|120|0.8|0.8
1116|12466.20|18699.30|172033.56|368643.34|243304.61|5580|120|0.8|0.8
1117|12488.54|18732.81|172341.85|369303.97|243740.62|5585|120|0.8|0.8
1118|12510.90|18766.35|172650.42|369965.19|244177.02|5590|120|0.8|0.8
1119|12533.28|18799.92|172959.26|370626.99|244613.82|5595|120|0.8|0.8
1120|12555.68|18833.52|173268.38|371289.39|245051.00|5600|120|0.8|0.8
1121|12578.10|18867.15|173577.78|371952.39|245488.57|5605|120|0.8|0.8
1122|12600.54|18900.81|173887.45|372615.97|245926.54|5610|120|0.8|0.8
1123|12623.00|18934.50|174197.40|373280.14|246364.89|5615|120|0.8|0.8
1124|12645.48|18968.22|174507.62|373944.91|246803.64|5620|120|0.8|0.8
1125|12667.98|19001.97|174818.12|374610.27|247242.78|5625|120|0.8|0.8
1126|12690.50|19035.75|175128.90|375276.21|247682.30|5630|120|0.8|0.8
1127|12713.04|19069.56|175439.95|375942.75|248122.22|5635|120|0.8|0.8
1128|12735.60|19103.40|175751.28|376609.89|248562.52|5640|120|0.8|0.8
1129|12758.18|19137.27|176062.88|377277.61|249003.22|5645|120|0.8|0.8
1130|12780.78|19171.17|176374.76|377945.92|249444.31|5650|120|0.8|0.8
1131|12803.40|19205.10|176686.92|378614.83|249885.79|5655|120|0.8|0.8
1132|12826.04|19239.06|176999.35|379284.33|250327.65|5660|120|0.8|0.8
1133|12848.70|19273.05|177312.06|379954.41|250769.91|5665|120|0.8|0.8
1134|12871.38|19307.07|177625.04|380625.09|251212.56|5670|120|0.8|0.8
1135|12894.08|19341.12|177938.30|381296.37|251655.60|5675|120|0.8|0.8
1136|12916.80|19375.20|178251.84|381968.23|252099.03|5680|120|0.8|0.8
1137|12939.54|19409.31|178565.65|382640.68|252542.85|5685|120|0.8|0.8
1138|12962.30|19443.45|178879.74|383313.73|252987.06|5690|120|0.8|0.8
1139|12985.08|19477.62|179194.10|383987.37|253431.66|5695|120|0.8|0.8
1140|13007.88|19511.82|179508.74|384661.59|253876.65|5700|120|0.8|0.8
1141|13030.70|19546.05|179823.66|385336.41|254322.03|5705|120|0.8|0.8
1142|13053.54|19580.31|180138.85|386011.83|254767.80|5710|120|0.8|0.8
1143|13076.40|19614.60|180454.32|386687.83|255213.97|5715|120|0.8|0.8
1144|13099.28|19648.92|180770.06|387364.42|255660.52|5720|120|0.8|0.8
1145|13122.18|19683.27|181086.08|388041.61|256107.46|5725|120|0.8|0.8
1146|13145.10|19717.65|181402.38|388719.39|256554.79|5730|120|0.8|0.8
1147|13168.04|19752.06|181718.95|389397.75|257002.52|5735|120|0.8|0.8
1148|13191.00|19786.50|182035.80|390076.71|257450.63|5740|120|0.8|0.8
1149|13213.98|19820.97|182352.92|390756.27|257899.14|5745|120|0.8|0.8
1150|13236.98|19855.47|182670.32|391436.41|258348.03|5750|120|0.8|0.8
1151|13260.00|19890.00|182988.00|392117.14|258797.31|5755|120|0.8|0.8
1152|13283.04|19924.56|183305.95|392798.47|259246.99|5760|120|0.8|0.8
1153|13306.10|19959.15|183624.18|393480.39|259697.05|5765|120|0.8|0.8
1154|13329.18|19993.77|183942.68|394162.89|260147.51|5770|120|0.8|0.8
1155|13352.28|20028.42|184261.46|394845.99|260598.36|5775|120|0.8|0.8
1156|13375.40|20063.10|184580.52|395529.69|261049.59|5780|120|0.8|0.8
1157|13398.54|20097.81|184899.85|396213.97|261501.22|5785|120|0.8|0.8
1158|13421.70|20132.55|185219.46|396898.84|261953.24|5790|120|0.8|0.8
1159|13444.88|20167.32|185539.34|397584.31|262405.64|5795|120|0.8|0.8
1160|13468.08|20202.12|185859.50|398270.37|262858.44|5800|120|0.8|0.8
1161|13491.30|20236.95|186179.94|398957.01|263311.63|5805|120|0.8|0.8
1162|13514.54|20271.81|186500.65|399644.25|263765.21|5810|120|0.8|0.8
1163|13537.80|20306.70|186821.64|400332.09|264219.18|5815|120|0.8|0.8
1164|13561.08|20341.62|187142.90|401020.51|264673.54|5820|120|0.8|0.8
1165|13584.38|20376.57|187464.44|401709.52|265128.29|5825|120|0.8|0.8
1166|13607.70|20411.55|187786.26|402399.13|265583.42|5830|120|0.8|0.8
1167|13631.04|20446.56|188108.35|403089.33|266038.95|5835|120|0.8|0.8
1168|13654.40|20481.60|188430.72|403780.11|266494.88|5840|120|0.8|0.8
1169|13677.78|20516.67|188753.36|404471.49|266951.19|5845|120|0.8|0.8
1170|13701.18|20551.77|189076.28|405163.47|267407.89|5850|120|0.8|0.8
1171|13724.60|20586.90|189399.48|405856.03|267864.98|5855|120|0.8|0.8
1172|13748.04|20622.06|189722.95|406549.18|268322.46|5860|120|0.8|0.8
1173|13771.50|20657.25|190046.70|407242.93|268780.33|5865|120|0.8|0.8
1174|13794.98|20692.47|190370.72|407937.27|269238.60|5870|120|0.8|0.8
1175|13818.48|20727.72|190695.02|408632.19|269697.25|5875|120|0.8|0.8
1176|13842.00|20763.00|191019.60|409327.71|270156.29|5880|120|0.8|0.8
1177|13865.54|20798.31|191344.45|410023.83|270615.72|5885|120|0.8|0.8
1178|13889.10|20833.65|191669.58|410720.53|271075.55|5890|120|0.8|0.8
1179|13912.68|20869.02|191994.98|411417.82|271535.76|5895|120|0.8|0.8
1180|13936.28|20904.42|192320.66|412115.71|271996.37|5900|120|0.8|0.8
1181|13959.90|20939.85|192646.62|412814.19|272457.36|5905|120|0.8|0.8
1182|13983.54|20975.31|192972.85|413513.25|272918.75|5910|120|0.8|0.8
1183|14007.20|21010.80|193299.36|414212.91|273380.52|5915|120|0.8|0.8
1184|14030.88|21046.32|193626.14|414913.17|273842.69|5920|120|0.8|0.8
1185|14054.58|21081.87|193953.20|415614.01|274305.25|5925|120|0.8|0.8
1186|14078.30|21117.45|194280.54|416315.44|274768.19|5930|120|0.8|0.8
1187|14102.04|21153.06|194608.15|417017.47|275231.53|5935|120|0.8|0.8
1188|14125.80|21188.70|194936.04|417720.09|275695.26|5940|120|0.8|0.8
1189|14149.58|21224.37|195264.20|418423.29|276159.37|5945|120|0.8|0.8
1190|14173.38|21260.07|195592.64|419127.09|276623.88|5950|120|0.8|0.8
1191|14197.20|21295.80|195921.36|419831.49|277088.78|5955|120|0.8|0.8
1192|14221.04|21331.56|196250.35|420536.47|277554.07|5960|120|0.8|0.8
1193|14244.90|21367.35|196579.62|421242.04|278019.75|5965|120|0.8|0.8
1194|14268.78|21403.17|196909.16|421948.21|278485.82|5970|120|0.8|0.8
1195|14292.68|21439.02|197238.98|422654.97|278952.28|5975|120|0.8|0.8
1196|14316.60|21474.90|197569.08|423362.31|279419.13|5980|120|0.8|0.8
1197|14340.54|21510.81|197899.45|424070.25|279886.37|5985|120|0.8|0.8
1198|14364.50|21546.75|198230.10|424778.79|280354.00|5990|120|0.8|0.8
1199|14388.48|21582.72|198561.02|425487.91|280822.02|5995|120|0.8|0.8
1200|14412.48|21618.72|198892.22|426197.62|281290.43|6000|120|0.8|0.8
